Source | Destination | Message Type | Message Length | TimeStamp
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:19.751673
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:19.952753
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:19.953729
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:20.153930
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:20.154906
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:20.355107
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:20.355107
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:20.556406
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:20.556406
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:20.757583
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:20.757583
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:20.958761
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:20.958761
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:21.160445
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:21.160445
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:21.199509
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:21.361833
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:21.361833
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:21.563010
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:21.563010
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:21.764938
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:21.764938
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:21.966114
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:21.966114
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:22.167293
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:22.167293
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:22.201473
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:22.368470
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:22.368470
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:22.401673
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:22.401673
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:22.569646
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:22.569646
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:22.602851
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:22.602851
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:22.770824
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:22.770824
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:22.804028
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:22.804028
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:22.971914
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:22.971914
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:23.005172
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:23.005172
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:23.173606
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:23.173606
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:23.207096
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:23.207096
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:23.374735
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:23.374735
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:23.408298
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:23.408298
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:23.575229
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:23.575229
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:23.610063
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:23.610063
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:23.776270
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:23.776270
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:23.811477
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:23.811477
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:23.977434
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:23.977434
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:24.012951
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:24.012951
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:24.178461
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:24.178461
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:24.214595
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:24.214595
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:24.379592
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:24.379592
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:24.416072
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:24.416072
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:24.581415
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:24.581415
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:24.617193
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:24.617193
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:24.782782
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:24.782782
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:24.818277
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:24.818277
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:24.983763
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:24.983763
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:25.020003
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:25.020003
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:25.185635
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:25.185635
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:25.220981
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:25.220981
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:25.386874
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:25.386874
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:25.422154
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:25.422154
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:25.587903
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:25.587903
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:25.623374
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:25.623374
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:25.789357
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:25.789357
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:25.824753
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:25.824753
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:25.990540
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:25.990540
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:26.026657
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:26.026657
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:26.191045
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:26.191045
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:26.228370
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:26.228370
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:26.392381
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:26.392381
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:26.429452
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:26.430428
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:26.593956
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:26.593956
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:26.631066
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:26.631066
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:26.795288
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:26.795288
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:26.832398
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:26.832398
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:26.995609
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:26.995609
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:27.033840
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:27.033840
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:27.197296
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:27.197296
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:27.235219
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:27.235219
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:27.398391
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:27.398391
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:27.436646
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:27.436646
5035	|	6819	|	DATA		|		10		|	2022-11-22 01:18:27.600028
6819	|	5035	|	DATA		|		10		|	2022-11-22 01:18:27.600028
6546	|	7821	|	DATA		|		10		|	2022-11-22 01:18:27.638070
7821	|	6546	|	DATA		|		10		|	2022-11-22 01:18:27.638070
